age,income,tenure,district,profit15,online15,billpay15,profit16,online16,billpay16
5,6,11.83,2,-57,0,0,-30,0,0
5,7,29,2,105,0,0,190,0,0
2,1,7.16,2,-1,0,0,NA,NA,NA
7,3,28.58,2,264,0,0,314,0,0
2,2,7.41,3,-6,0,0,-3,0,0
4,1,12.83,3,47,0,0,181,0,0
3,7,11.75,2,-9,0,0,168,1,0
4,7,1.75,2,-18,0,0,NA,NA,NA
2,6,4.25,2,-53,0,0,-40,1,0
4,6,7.91,2,210,1,0,59,1,0
5,6,1.91,2,-5,1,0,15,1,0
7,8,9.75,2,177,0,0,238,0,0
3,5,10.33,2,-10,1,0,57,1,0
7,6,2.5,2,-73,0,0,NA,NA,NA
3,5,2.58,2,74,1,0,21,1,0
3,6,15.25,2,-102,0,0,34,0,0
2,6,6.66,2,34,0,0,104,0,0
4,7,15.41,2,58,0,0,81,0,0
2,9,8.5,2,-20,0,0,-11,0,0
7,3,8.33,2,183,0,0,120,0,0
2,7,9.25,2,14,1,1,-12,1,0
3,8,2,2,866,1,0,495,1,0
4,5,15.33,2,-78,0,0,NA,NA,NA
3,8,11,2,431,0,0,231,0,0
3,6,0.33,1,16,0,0,11,0,0
5,6,5.16,2,58,0,0,-35,0,0
5,9,4.5,2,-2,0,0,-3,0,0
3,7,4.5,2,159,1,0,NA,NA,NA
2,3,7.08,2,32,1,0,30,1,0
3,6,10.58,3,164,0,0,NA,NA,NA
2,6,4.83,2,-89,0,0,-89,0,0
5,6,21.91,2,103,0,0,195,0,0
5,8,15,2,7,0,0,NA,NA,NA
3,6,11.08,2,265,0,0,523,0,0
4,4,4,2,322,0,0,NA,NA,NA
7,6,1.91,1,166,0,0,232,0,0
3,6,3.58,2,-45,0,0,-50,0,0
3,9,4.66,2,13,0,0,569,0,0
5,6,15.25,2,-81,0,0,-55,0,0
1,4,0.25,2,57,0,0,-72,1,0
6,3,10.66,2,198,0,0,NA,NA,NA
3,6,11.33,2,911,0,0,1424,0,0
3,6,6.83,1,-29,0,0,4,0,0
4,9,25.08,2,550,0,0,741,0,0
5,6,30.83,2,-148,0,0,-149,0,0
3,6,4.5,2,-33,0,0,426,0,0
4,1,2.5,3,-33,0,0,5,0,0
3,1,4.33,1,116,0,0,162,1,1
2,8,28.5,2,438,1,0,43,1,0
7,7,11.66,1,741,0,0,855,0,0
7,6,14.41,2,-126,0,0,-123,0,0
3,4,7.58,2,-38,0,0,-64,0,0
4,4,5.91,3,21,0,0,98,0,0
2,3,3.25,2,-1,0,0,-4,0,0
7,4,4,3,97,0,0,156,0,0
6,4,36.83,2,-57,0,0,-57,0,0
6,4,4.5,2,0,0,0,NA,NA,NA
5,4,1.83,2,43,0,0,NA,NA,NA
4,1,31.5,2,-24,0,0,-98,0,0
5,7,6.58,2,-82,0,0,112,0,0
5,5,18.41,2,217,0,0,197,1,0
3,5,22.08,2,105,0,0,79,0,0
4,3,3.66,2,-25,0,0,-26,0,0
3,9,7.33,2,-10,0,0,63,0,0
3,7,1,2,145,1,0,123,1,0
7,3,26.33,2,427,0,0,288,0,0
2,4,3.75,2,-28,0,0,-8,0,0
5,2,3.41,2,-91,0,0,-175,0,0
3,6,15.91,2,-1,0,0,12,0,0
4,6,14.25,2,-148,0,0,-110,0,0
2,4,3.66,2,123,0,0,1431,0,0
6,4,30.25,3,-179,0,0,-27,0,0
5,3,6.58,3,296,0,0,401,0,0
4,2,23.75,2,-73,0,0,-82,0,0
1,4,5.41,2,16,0,0,17,0,0
2,2,6.41,2,-24,0,0,-6,0,0
3,8,1.66,1,-21,0,0,NA,NA,NA
3,9,8.66,3,287,0,0,347,0,0
2,7,4.75,2,-48,0,0,-98,0,0
7,7,18,2,31,0,0,-36,0,0
2,5,4.16,3,-143,0,0,-71,0,0
7,1,16.66,1,-78,0,0,-76,0,0
2,6,6.75,3,-99,1,1,-33,1,0
6,3,24.75,1,990,0,0,579,0,0
4,9,5.33,2,85,0,0,3,0,0
4,6,4.5,2,-35,0,0,30,0,0
2,2,0.41,2,-12,0,0,-39,0,0
7,1,21.41,2,-62,0,0,-81,0,0
5,5,6.41,1,-104,0,0,-57,0,0
6,8,16,2,-106,0,0,-132,0,0
5,9,8.66,2,87,0,0,-63,0,0
4,4,2.41,3,-28,0,0,-28,0,0
4,5,9.5,2,45,0,0,375,0,0
5,6,1.41,2,3,0,0,3,0,0
5,4,25.58,3,58,0,0,84,0,0
2,6,3,2,-31,0,0,NA,NA,NA
2,6,1.66,2,186,0,0,191,0,0
5,9,7.5,2,44,0,0,86,0,0
2,6,6.83,2,-99,0,0,-99,1,0
4,6,27.5,3,-65,1,0,-81,1,0
3,8,3.33,2,18,0,0,NA,NA,NA
1,1,0.91,1,-5,0,0,NA,NA,NA
7,2,8.83,2,162,0,0,NA,NA,NA
7,4,35,2,-78,0,0,-76,0,0
6,8,7.58,2,447,0,0,318,0,0
4,9,1.5,2,220,0,0,-40,0,0
4,9,8.91,3,-56,0,0,12,0,0
2,7,15.5,2,-5,0,0,0,0,0
5,6,1.75,2,63,0,0,98,0,0
6,1,3.5,2,-56,0,0,-19,1,0
2,3,3.41,2,-14,0,0,NA,NA,NA
3,7,23.5,2,-102,0,0,-93,0,0
6,6,28.83,2,940,0,0,414,0,0
2,6,3.08,2,-22,0,0,-27,0,0
2,7,6.83,2,-159,0,0,NA,NA,NA
2,6,10.91,3,21,0,0,37,0,0
2,6,4.66,2,-34,0,0,18,0,0
2,1,0.25,2,13,0,0,NA,NA,NA
4,9,11.83,2,-10,0,0,58,0,0
4,5,4.75,3,16,0,0,33,0,0
7,6,2.91,2,-30,0,0,296,1,0
4,9,21.83,2,264,0,0,242,0,0
1,7,3.08,2,311,0,0,191,0,0
4,6,9.08,2,287,0,0,133,0,0
4,5,8.75,3,-16,0,0,-21,0,0
4,6,0.91,3,497,0,0,139,0,0
3,6,6.75,2,-45,0,0,-46,0,0
4,3,6.33,2,-36,0,0,NA,NA,NA
4,8,15.33,2,52,0,0,83,0,0
2,3,8.66,2,-24,0,0,-8,0,0
4,6,0.5,3,194,0,0,393,0,0
3,9,11.5,2,-91,0,0,-46,0,0
5,6,8.41,2,-2,0,0,-3,0,0
2,4,7.41,1,-26,0,0,NA,NA,NA
2,1,5.58,1,253,0,0,178,0,0
7,2,35.66,3,991,0,0,906,0,0
1,7,4.25,2,305,0,0,-62,0,0
3,9,12.33,2,-16,1,0,105,1,0
3,6,2.25,2,-1,0,0,12,0,0
3,3,1.33,2,2,0,0,NA,NA,NA
2,4,10.66,2,179,0,0,262,0,0
3,9,5.58,2,1121,0,0,1499,0,0
3,5,6.91,2,1,0,0,14,0,0
2,3,7.91,2,-29,0,0,-29,0,0
3,4,0.33,2,-21,0,0,-25,0,0
7,2,10.75,2,-59,0,0,-44,0,0
4,7,1.33,2,36,0,0,103,0,0
3,1,4,2,-31,1,1,-63,1,0
2,5,4.5,2,366,1,1,662,1,0
2,1,1.08,2,-33,0,0,-33,0,0
3,6,14.91,2,-10,0,0,2,0,0
6,3,4.16,2,-24,0,0,97,0,0
2,4,2.66,1,-16,0,0,-60,0,0
6,5,28.41,2,-95,0,0,-95,0,0
3,2,4.5,2,-30,0,0,NA,NA,NA
4,7,8.58,2,458,0,0,NA,NA,NA
2,4,1.75,2,36,0,0,156,1,0
3,8,1.25,2,12,0,0,-28,0,0
4,5,3.41,2,-84,0,0,-17,0,0
3,7,15.58,2,1126,0,0,1343,0,0
3,4,13.33,2,-50,0,0,-80,1,0
3,6,4.08,2,44,0,0,NA,NA,NA
3,5,5.25,2,-69,1,0,-39,1,0
3,8,16.75,2,577,1,1,325,1,1
7,7,21.58,2,13,0,0,NA,NA,NA
2,7,8.58,2,-38,1,0,NA,NA,NA
4,3,13.16,2,-6,1,0,NA,NA,NA
4,6,13.91,2,-47,0,0,-20,0,0
4,9,26.75,2,142,0,0,NA,NA,NA
2,5,9.5,3,-68,0,0,NA,NA,NA
4,7,7.5,2,121,1,0,-16,1,0
3,9,6.58,2,-4,0,0,15,0,0
6,6,9.08,2,-73,1,0,47,1,0
3,7,21.5,2,193,0,0,280,0,0
2,3,5.5,2,111,0,0,-20,0,0
7,2,0.16,3,194,0,0,198,0,0
2,5,2.33,2,12,0,0,NA,NA,NA
2,7,4.25,2,-130,0,0,-9,0,0
4,6,8.58,2,203,0,0,264,0,0
3,6,4.83,1,-17,0,0,-22,0,0
7,1,6,2,-18,0,0,-29,0,0
5,8,20.66,2,1042,1,0,623,1,0
2,8,2.91,2,-5,0,0,-4,0,0
4,7,5.66,2,182,0,0,-40,0,0
2,1,3,3,-18,0,0,-43,0,0
3,7,0.16,3,-45,0,0,NA,NA,NA
3,7,0.5,2,12,0,0,NA,NA,NA
3,6,19.25,2,132,0,0,771,1,0
3,3,11.33,2,81,1,1,32,1,1
7,1,23.58,1,1323,0,0,NA,NA,NA
4,6,0.75,2,-26,0,0,-27,0,0
2,1,0.58,2,-2,0,0,NA,NA,NA
2,1,0.16,2,10,0,0,NA,NA,NA
4,5,5.33,2,-79,0,0,263,1,1
2,4,3.16,2,-60,1,0,-73,1,0
5,9,5.5,2,13,0,0,372,0,0
6,9,3.75,2,-129,0,0,-142,0,0
7,6,17.33,2,-46,0,0,NA,NA,NA
6,4,11.41,2,450,0,0,685,0,0
4,5,12.83,2,109,0,0,122,0,0
4,8,9.5,3,-3,0,0,-3,0,0
2,1,2.41,2,-18,0,0,-271,1,0
4,6,18.5,2,115,0,0,NA,NA,NA
4,7,6.25,2,-64,0,0,-76,0,0
7,3,19.16,2,270,0,0,188,0,0
4,6,6.66,2,-36,0,0,-15,0,0
2,6,4,2,-26,0,0,NA,NA,NA
2,7,11.75,2,57,0,0,1,0,0
7,6,29.25,3,1786,0,0,2254,0,0
5,2,4.25,2,-59,0,0,-80,0,0
4,3,10.91,2,-73,0,0,-74,0,0
7,6,9.08,2,328,0,0,NA,NA,NA
6,8,21.33,2,1717,0,0,NA,NA,NA
2,4,9.33,2,88,0,0,75,0,0
4,8,8.66,3,80,0,0,91,0,0
5,8,14.75,1,-8,0,0,-99,0,0
3,9,3.33,2,349,0,0,NA,NA,NA
5,9,11.58,2,64,1,1,49,0,0
7,2,24.91,2,211,0,0,286,0,0
6,6,21,2,219,0,0,627,0,0
5,3,8.58,2,94,0,0,-30,0,0
6,3,6.25,1,1233,0,0,1758,0,0
3,3,8.25,2,-49,0,0,NA,NA,NA
7,1,18.91,1,113,0,0,202,0,0
3,5,7,3,-15,0,0,-1,0,0
4,6,1.83,2,-51,0,0,-58,0,0
3,5,5.25,3,45,0,0,588,0,0
7,4,28.66,2,675,0,0,816,0,0
3,3,5.58,2,7,0,0,293,0,0
4,6,11.58,2,-40,0,0,-84,0,0
2,7,5.91,3,326,0,0,289,0,0
2,9,2.75,2,401,0,0,812,0,0
2,7,4.5,1,88,0,0,242,0,0
4,2,1.41,2,-21,0,0,NA,NA,NA
3,8,6.33,3,596,0,0,858,0,0
4,7,16,2,-7,0,0,31,0,0
7,3,1.58,2,304,0,0,110,0,0
7,6,2,3,6,0,0,NA,NA,NA
4,9,10.58,2,727,0,0,901,0,0
2,9,5.33,2,180,0,0,497,1,0
6,4,23.41,2,-72,0,0,-73,1,0
2,8,4.91,3,500,1,0,243,1,0
6,5,26.83,3,-113,0,0,-285,0,0
4,4,17.5,2,26,0,0,148,0,0
4,7,4.41,2,1455,0,0,900,0,0
4,6,4.41,2,4,0,0,NA,NA,NA
3,6,16.66,3,-55,0,0,-123,0,0
3,3,0.91,2,-18,0,0,NA,NA,NA
7,7,11.08,2,-82,0,0,428,0,0
4,9,1.58,2,729,0,0,NA,NA,NA
6,2,13.58,2,509,0,0,374,0,0
6,5,34.5,3,-61,0,0,-38,0,0
2,1,2.66,1,424,1,0,109,1,0
7,6,19.16,2,118,0,0,95,0,0
2,4,0.16,3,165,0,0,156,0,0
7,3,3.66,2,-56,0,0,-44,0,0
5,9,10.58,2,-4,0,0,21,0,0
5,6,9.66,1,593,0,0,NA,NA,NA
4,6,18.41,2,-196,0,0,81,0,0
3,5,3.58,2,14,0,0,13,0,0
7,4,0.91,3,9,0,0,-14,0,0
3,7,19.08,3,36,0,0,41,0,0
3,1,4.08,1,-22,0,0,-19,0,0
3,3,2.58,2,-183,0,0,-75,1,1
6,2,7.08,2,-62,0,0,-65,0,0
5,7,25,2,-25,0,0,-25,0,0
3,5,1.5,2,17,0,0,NA,NA,NA
4,6,3.91,2,-35,0,0,-56,1,0
3,6,1.08,1,-32,0,0,-87,0,0
6,3,0.16,2,-48,0,0,156,0,0
7,9,8.41,2,15,0,0,-65,0,0
2,9,8.5,2,52,0,0,219,0,0
3,4,6.75,2,179,0,0,94,0,0
7,1,14.33,2,172,0,0,235,0,0
5,7,3.5,2,351,0,0,193,0,0
3,9,7.41,2,139,0,0,107,0,0
2,6,2,2,-18,0,0,-21,0,0
3,9,22.75,2,98,1,0,164,1,0
4,9,5.08,2,48,0,0,334,0,0
4,1,1.66,2,-41,0,0,52,0,0
2,6,9.75,3,-79,1,1,-291,1,1
5,6,40.16,2,-149,0,0,-122,0,0
7,6,5.08,2,0,0,0,NA,NA,NA
2,3,10.08,2,-95,0,0,-96,0,0
6,3,13.33,1,-35,0,0,-15,0,0
7,5,22.08,3,254,0,0,296,0,0
1,5,0.25,3,16,0,0,NA,NA,NA
6,4,15.66,2,308,0,0,246,0,0
2,1,5.25,2,145,0,0,-157,0,0
3,2,0.5,2,-21,0,0,-8,0,0
2,6,4,2,20,0,0,84,0,0
7,1,19.25,1,769,0,0,1091,0,0
2,6,7.58,2,-46,0,0,-73,0,0
4,7,6.66,2,-18,0,0,23,0,0
6,3,18.16,2,-81,0,0,-109,0,0
6,3,0.66,2,39,0,0,273,0,0
5,4,28.33,2,570,0,0,1298,0,0
4,9,3.08,2,-70,0,0,-63,0,0
4,1,1.5,2,10,0,0,-41,0,0
3,1,3,2,-58,0,0,-13,0,0
2,1,6.66,2,-61,0,0,-9,0,0
4,7,14.5,2,238,0,0,-41,1,0
2,7,5.41,2,-3,0,0,-13,0,0
6,4,12.41,2,-67,0,0,-68,0,0
2,7,4.16,3,834,1,0,-36,1,0
7,1,30.75,2,87,0,0,363,0,0
4,9,2.58,2,401,0,0,486,0,0
4,4,6.75,2,-121,0,0,-102,0,0
6,9,29.25,2,5,0,0,NA,NA,NA
5,6,5.08,2,375,0,0,157,0,0
4,6,11.08,2,356,0,0,733,0,0
6,4,15.25,2,-4,0,0,30,0,0
3,8,6,2,-97,0,0,55,0,0
3,1,6.41,3,-2,0,0,-2,0,0
6,3,34.33,1,156,0,0,-28,0,0
2,4,6.16,2,-162,1,0,-89,1,0
7,1,29,2,307,0,0,184,0,0
3,7,0.83,2,86,0,0,160,0,0
4,8,3.58,3,337,0,0,142,0,0
5,6,5.41,2,-50,0,0,13,1,0
5,9,10.66,3,-45,0,0,-45,0,0
5,6,4.41,2,-37,0,0,NA,NA,NA
4,2,26.08,2,330,0,0,301,0,0
3,1,6.16,2,-3,0,0,-34,0,0
2,9,5.91,2,-50,0,0,0,0,0
6,1,16.16,3,37,0,0,128,0,0
5,6,6,2,-70,0,0,-53,0,0
6,9,13,3,68,0,0,106,0,0
7,1,6.58,2,-78,0,0,-24,1,0
4,8,4.08,3,15,0,0,NA,NA,NA
4,8,9.25,2,301,0,0,335,0,0
4,9,21.5,2,585,1,0,447,1,0
5,9,8.5,2,117,0,0,68,0,0
2,5,4.75,2,1,0,0,23,0,0
4,6,23.91,2,103,1,0,327,0,0
7,9,0.58,2,300,0,0,546,0,0
3,4,5,1,38,0,0,NA,NA,NA
2,9,10.75,2,-106,0,0,-114,0,0
6,8,24.16,2,-67,0,0,-92,0,0
4,1,15.25,3,-17,0,0,NA,NA,NA
2,7,8.33,2,102,0,0,185,0,0
3,7,3.08,2,178,0,0,NA,NA,NA
4,7,11.41,2,-33,0,0,-37,0,0
3,7,4.5,2,-14,0,0,NA,NA,NA
4,6,0.91,3,23,0,0,24,0,0
4,2,6.16,2,62,0,0,NA,NA,NA
5,5,19.08,1,142,1,1,NA,NA,NA
7,4,0.25,3,47,0,0,NA,NA,NA
5,4,18.33,2,-32,0,0,-27,0,0
4,6,5.16,1,-12,0,0,-58,0,0
4,7,4.16,2,95,0,0,199,0,0
3,7,21.83,2,129,0,0,410,0,0
6,7,0.5,2,8,0,0,NA,NA,NA
7,9,1,2,-16,0,0,-12,0,0
1,6,0.83,3,-14,0,0,NA,NA,NA
1,1,4.16,2,130,0,0,67,0,0
3,5,11.33,2,19,0,0,-71,0,0
4,1,0.83,3,-55,0,0,-153,0,0
2,6,4.33,2,-19,0,0,-42,0,0
6,1,15.08,1,-30,0,0,-31,0,0
2,4,3.25,2,-176,0,0,NA,NA,NA
3,7,4.16,2,203,1,0,234,1,0
2,6,0.25,2,-2,0,0,-32,0,0
6,4,20.66,2,-31,0,0,29,0,0
5,6,9.66,2,18,0,0,-73,0,0
3,9,4.41,2,150,0,0,106,0,0
2,7,1.33,2,-5,0,0,NA,NA,NA
2,9,1.16,2,-5,0,0,-53,0,0
6,5,31.33,2,186,0,0,328,0,0
4,7,30.08,2,173,0,0,175,0,0
1,5,2.41,2,-6,0,0,6,1,0
4,8,2.75,2,32,0,0,NA,NA,NA
3,7,4.58,2,46,0,0,48,0,0
4,9,7.83,2,32,1,0,375,1,0
7,3,19.16,3,97,0,0,13,0,0
2,8,6.41,2,6,1,0,-6,1,0
4,2,1.91,2,-46,0,0,-64,0,0
3,7,2.83,2,5,0,0,-21,0,0
6,9,9.25,2,8,0,0,-2,0,0
4,5,18.41,1,-43,0,0,NA,NA,NA
5,7,32.16,2,-17,0,0,-20,0,0
5,3,7,2,-63,0,0,-66,0,0
4,6,2,2,192,0,0,96,0,0
6,3,7.33,2,525,0,0,544,0,0
4,6,18.08,1,-54,0,0,-32,0,0
2,9,1.33,2,1299,1,1,959,1,1
4,5,21.33,2,-47,0,0,-41,0,0
3,9,15.25,2,-92,0,0,NA,NA,NA
3,3,2.25,2,-43,0,0,NA,NA,NA
4,8,9.75,2,-19,0,0,0,0,0
3,6,4.16,2,-8,0,0,-16,0,0
6,4,11.41,1,-208,1,0,-134,1,0
2,5,1.5,2,25,1,0,-94,1,0
2,3,5.08,2,11,0,0,391,0,0
2,6,5.58,2,307,1,0,-177,1,0
7,6,31.66,2,823,0,0,1429,0,0
5,6,33.58,3,-79,0,0,-17,0,0
7,6,32.58,2,293,0,0,236,0,0
1,3,3.75,2,-35,0,0,NA,NA,NA
2,1,8.08,2,20,0,0,47,0,0
4,7,4.66,2,-31,0,0,-31,0,0
3,7,7.41,2,-7,0,0,16,0,0
3,6,7,2,-1,0,0,-107,0,0
6,1,17.91,2,-79,0,0,-146,0,0
6,7,27.83,2,-138,1,1,-83,1,0
3,7,14.08,2,247,0,0,390,0,0
2,6,5.25,2,141,1,0,121,1,0
1,6,12.16,2,150,1,0,171,1,0
7,2,34.33,1,-24,0,0,-47,0,0
5,5,13.58,2,490,0,0,281,0,0
4,6,5.16,2,5,0,0,7,0,0
4,4,9.16,1,29,1,0,-64,1,0
5,6,30.91,3,231,0,0,328,0,0
1,3,5.58,2,17,0,0,48,0,0
7,1,1.91,2,-23,0,0,4,0,0
1,6,6.58,2,9,1,0,11,1,0
6,1,15.5,3,137,0,0,107,0,0
2,3,10.16,1,8,0,0,NA,NA,NA
2,1,3.08,2,-8,0,0,NA,NA,NA
4,8,7.91,2,80,0,0,49,0,0
2,9,6.08,2,-24,1,0,269,1,0
6,3,15.75,2,60,0,0,59,0,0
2,6,5.08,2,-126,0,0,-94,1,0
3,3,5.41,2,-47,0,0,28,1,1
2,3,5.5,3,-64,0,0,-66,0,0
7,1,18.58,1,-114,0,0,-99,0,0
6,5,14.58,2,-70,0,0,-59,0,0
3,1,6.58,2,-65,0,0,-66,0,0
2,5,0.5,2,42,0,0,-9,1,0
3,4,4.66,3,-31,0,0,-31,0,0
4,8,14,2,149,0,0,205,0,0
4,8,10.66,2,1632,0,0,1295,0,0
7,1,7.91,2,67,0,0,129,0,0
3,5,6.91,2,3,0,0,-17,0,0
2,9,4,3,-161,0,0,-76,0,0
3,6,9.25,2,44,0,0,32,0,0
3,6,2.66,3,630,0,0,599,0,0
4,9,12.41,2,434,0,0,453,0,0
2,4,2,1,-80,0,0,-78,0,0
5,8,12.58,2,-95,0,0,-82,0,0
6,1,16.66,2,-79,0,0,NA,NA,NA
5,9,11.33,2,223,0,0,297,1,0
3,4,2.25,1,-69,0,0,NA,NA,NA
3,4,19.08,1,-21,0,0,-27,0,0
4,4,3.25,2,-1,0,0,-2,0,0
5,8,10.83,2,183,0,0,16,0,0
3,6,9.91,2,17,1,0,114,1,0
3,7,9.25,2,177,0,0,108,0,0
4,6,7.91,2,345,0,0,341,0,0
2,6,9.58,2,317,1,0,216,1,0
4,6,5.08,2,-9,0,0,-9,0,0
3,1,0.66,1,-27,0,0,-30,0,0
4,9,23.33,2,1867,0,0,641,0,0
3,8,12.16,2,142,0,0,-61,0,0
3,6,7.83,2,84,0,0,270,0,0
4,4,15.5,2,-22,0,0,-47,0,0
4,7,7.83,2,88,0,0,-7,0,0
4,9,11.58,2,153,0,0,46,1,0
6,5,37.41,1,511,0,0,198,0,0
6,7,15.91,2,16,0,0,39,0,0
7,6,33.66,3,240,0,0,101,0,0
3,9,14.91,2,1328,0,0,1469,0,0
3,5,6.66,2,152,0,0,211,0,0
4,9,8.91,2,1046,0,0,220,0,0
2,6,2.25,2,14,0,0,15,0,0
5,4,5.75,2,46,0,0,-2,0,0
6,7,13.08,2,-146,0,0,-179,0,0
7,5,22.08,2,311,0,0,288,0,0
4,8,8.16,3,963,0,0,1354,1,0
4,7,2.66,2,-28,0,0,NA,NA,NA
4,6,17.16,2,508,0,0,733,0,0
3,3,6.5,2,120,0,0,132,0,0
3,8,16.83,2,362,0,0,212,0,0
7,7,0.83,2,-47,0,0,-41,0,0
7,6,33.83,2,-18,0,0,-45,0,0
7,3,7.08,2,-26,0,0,NA,NA,NA
3,5,10.58,2,279,0,0,363,1,1
3,7,6.33,2,-98,0,0,-19,0,0
2,5,2,2,244,0,0,91,0,0
3,9,14.5,2,192,1,1,182,1,0
7,3,14.08,2,-55,0,0,-16,0,0
5,6,17.08,2,-197,0,0,-223,0,0
3,6,3.08,2,275,0,0,260,0,0
3,3,0.91,2,-29,0,0,95,0,0
2,6,9.41,2,-84,0,0,-69,1,0
2,2,0.41,2,-12,0,0,NA,NA,NA
2,4,1.75,2,-10,0,0,-47,0,0
2,6,2.5,2,-12,0,0,-67,0,0
5,9,13.41,2,-23,0,0,-19,0,0
3,9,6.58,2,635,0,0,493,0,0
4,6,5.16,2,186,0,0,371,0,0
4,7,28.33,2,252,0,0,NA,NA,NA
2,4,4.58,3,-14,0,0,55,0,0
7,8,14.58,2,89,0,0,126,0,0
4,3,27.16,2,286,0,0,45,0,0
4,9,7.58,2,344,0,0,16,0,0
4,8,22.58,2,354,0,0,416,0,0
4,6,4.58,2,-18,0,0,2,0,0
6,2,25.91,3,-162,0,0,-224,0,0
5,7,20.25,2,698,0,0,422,0,0
5,9,25.08,2,92,0,0,-7,0,0
1,3,3.33,1,-66,0,0,-59,0,0
6,1,6.58,2,-71,0,0,-65,0,0
7,8,5,2,40,0,0,43,0,0
6,9,1.75,3,248,0,0,255,0,0
3,6,4.41,3,438,0,0,177,0,0
6,5,5.66,3,984,0,0,888,0,0
3,8,17.5,2,24,0,0,552,0,0
4,6,11,2,-20,0,0,-63,0,0
4,3,10.91,2,-73,0,0,-74,0,0
4,7,14.91,1,-97,0,0,-27,0,0
3,6,14.75,2,-3,0,0,-3,0,0
4,7,5.66,2,51,0,0,66,0,0
6,3,31.33,2,331,0,0,-83,0,0
6,7,8.08,2,-95,0,0,-103,0,0
5,7,33.83,3,91,0,0,16,0,0
2,3,6.41,2,179,0,0,82,1,1
7,7,15,2,-37,0,0,NA,NA,NA
6,7,22.08,2,-14,0,0,201,0,0
2,6,4.5,2,-213,1,0,-229,1,0
4,6,7.33,2,-5,0,0,NA,NA,NA
7,4,25.83,2,197,0,0,270,0,0
4,9,3.33,3,25,0,0,NA,NA,NA
3,8,9.91,2,4,0,0,404,0,0
5,5,27.58,2,41,0,0,74,0,0
5,5,0.25,2,-11,0,0,176,1,0
3,7,3.58,2,110,0,0,-19,0,0
7,6,7.58,2,340,0,0,NA,NA,NA
7,6,31.58,2,904,0,0,1076,0,0
4,4,4.58,3,95,0,0,113,1,0
3,5,3.25,1,114,0,0,117,0,0
4,6,13.58,2,712,1,0,483,1,0
3,6,6.25,2,184,1,0,3,1,0
4,6,22.75,3,204,0,0,62,0,0
3,6,11.33,2,660,0,0,446,0,0
4,3,5.16,2,-31,1,0,NA,NA,NA
2,3,3.33,2,215,0,0,81,1,0
6,5,3.75,3,61,0,0,110,0,0
4,4,5.08,2,-44,0,0,-16,0,0
7,7,16.08,2,-23,0,0,NA,NA,NA
7,6,9,1,-55,0,0,NA,NA,NA
6,6,13.16,3,-30,0,0,8,0,0
4,1,4.16,3,-55,0,0,-111,0,0
2,9,3.5,2,-29,1,0,-29,1,0
6,2,30.08,2,38,0,0,156,0,0
5,1,12.08,2,-35,0,0,NA,NA,NA
2,5,6.75,2,1146,0,0,641,0,0
5,8,11.58,1,428,0,0,552,0,0
5,6,14.91,2,154,0,0,123,0,0
3,1,2.25,2,-59,0,0,NA,NA,NA
2,6,3.5,3,-55,0,0,NA,NA,NA
2,6,8.16,2,-1,0,0,-18,0,0
3,7,7.75,2,-15,0,0,NA,NA,NA
3,7,15.25,2,177,1,0,256,1,0
2,1,0.5,2,-47,0,0,86,1,0
1,6,14.66,2,-20,0,0,-37,1,0
3,6,7.58,1,284,0,0,385,0,0
7,9,30.75,2,629,0,0,552,0,0
7,2,31.83,2,238,0,0,-31,0,0
3,3,4,2,-48,0,0,-83,0,0
6,3,17.75,2,-18,0,0,-2,0,0
3,9,12.91,2,858,0,0,313,0,0
7,1,22.08,2,-31,0,0,-70,0,0
4,3,18.58,2,-97,0,0,-50,0,0
4,6,9.5,2,547,0,0,24,0,0
7,9,8.58,2,164,0,0,79,0,0
5,1,3.66,2,162,0,0,NA,NA,NA
3,6,0.83,2,-18,0,0,14,0,0
4,3,1.75,2,32,1,0,34,1,1
5,7,6.16,2,17,0,0,14,1,1
5,8,3,2,168,0,0,162,0,0
6,1,15.33,2,-55,0,0,-48,0,0
4,7,1.25,2,13,0,0,11,0,0
6,5,0.66,2,-70,0,0,NA,NA,NA
4,5,4.33,2,-30,0,0,12,1,0
2,3,6.58,2,-130,1,0,NA,NA,NA
3,6,2,2,-2,0,0,14,1,1
5,1,7.16,1,28,0,0,-6,0,0
7,6,9,2,111,0,0,119,0,0
1,3,4.16,2,-24,0,0,-37,1,0
5,3,25.16,2,-116,0,0,-23,0,0
4,1,7.33,1,-13,0,0,NA,NA,NA
3,4,4.58,1,159,1,0,98,1,0
6,4,3.16,1,-17,0,0,-1,0,0
5,6,23.16,2,-110,0,0,-80,0,0
7,5,21.25,3,128,0,0,NA,NA,NA
4,9,20.91,2,1128,0,0,NA,NA,NA
5,3,13,1,5,0,0,-115,0,0
4,2,10.5,1,-135,0,0,-37,0,0
3,8,14.33,2,290,1,0,453,1,0
3,7,8.41,1,193,0,0,-350,0,0
4,9,26.66,2,1171,1,1,2438,1,1
6,4,20,2,168,0,0,204,0,0
3,8,8.66,3,-2,1,0,29,1,0
7,5,3.41,2,-15,0,0,-21,0,0
7,4,0.66,3,-17,0,0,-42,0,0
4,6,24.83,2,130,0,0,200,0,0
3,8,6.66,2,1,1,0,-72,1,1
5,4,10.91,2,99,0,0,123,0,0
4,4,5.58,2,-153,1,0,-24,1,0
4,3,6.83,2,2,0,0,79,0,0
